id,code,owner_customer_id,type,address,geom,market_value_myr,floor_area_sqft,year_built
4a4a13f8-2cba-490e-a85c-f578a15b1931,PROP00050,00bd46c2-546e-4025-93ca-7116a4c0501f,apartment,"943, Jalan Graham Mountain, Billfort, Selangor",SRID=4326;POINT(101.406398 3.04298),283430.93,4404,2006
75190be5-c8ee-4238-8efe-19e9521b4632,PROP00051,9266e4e7-e85b-4ae3-865f-2e79426ae157,shop_lot,"5095, Jalan Simmons Spring, Katietown, Selangor",SRID=4326;POINT(101.764678 2.961495),581354.93,2327,1993
e636c59c-a75d-4a49-a7a7-0a6e65cbbcea,PROP00052,7ab7b9a2-2574-4538-b73a-2e29906bcff7,shop_lot,"424, Jalan Butler Mission, Kennethton, Selangor",SRID=4326;POINT(101.653709 3.057905),1238285.02,3046,1999
1bd050bf-0b85-4c90-8b0a-54565af71913,PROP00053,6fdec53c-2d64-4e55-a8fa-767d26a49bab,bungalow,"150, Jalan Wright Corner, East Jessicafort, Selangor",SRID=4326;POINT(101.534716 3.072188),2213954.22,3785,1998
2fa94763-0ee9-4c53-aa08-4f12158d1bea,PROP00054,4dad3d20-40ef-48a3-a246-bc2b47602086,condominium,"4579, Jalan Samantha Village, Williamsmouth, Selangor",SRID=4326;POINT(101.60494 3.099059),343769.53,2957,1992
07728bbc-23e6-4033-beeb-dead23a9a925,PROP00055,59094959-f162-47d9-b38a-d207304bbc98,shop_lot,"0291, Jalan Hunt Stream, West Saraport, Selangor",SRID=4326;POINT(101.665014 3.161707),1056872.05,617,1996
0063fde4-c929-4e57-9068-698ac728d0d9,PROP00056,a56fb449-67be-4d21-ba4e-2d9268bc4583,semi_detached,"6024, Jalan Mary Meadows, Port Jamesview, Selangor",SRID=4326;POINT(101.692239 3.153518),1115322.17,4110,1985
41f81bef-c3c7-4f64-8633-9b886ffa5337,PROP00057,c0a43aad-22fe-46af-8b45-bfb920eb68d3,semi_detached,"9883, Jalan Nicholas Mountains, Port Selena, Selangor",SRID=4326;POINT(101.816764 2.976708),1350735.6,2499,1993
9531a04d-248f-4578-9752-39372c657f8a,PROP00058,42bf2c5a-5542-4a50-8924-c38e4149524f,apartment,"2480, Jalan Browning Springs, Josephchester, Selangor",SRID=4326;POINT(101.773638 2.953643),368490.91,812,2014
ef20ea18-78bc-4e20-ab0f-32134965d6d3,PROP00059,aabae94f-2d28-4e67-a11f-ce14be80de23,bungalow,"06244, Jalan George Roads, Coltonbury, Selangor",SRID=4326;POINT(101.744834 3.123032),2418309.5,983,2003
a3fdbb85-0f9c-4135-bebd-a3d94089147d,PROP00060,bb4636d7-f328-40db-8c31-0760dc025613,condominium,"53194, Jalan Matthews Roads, Amberfort, Selangor",SRID=4326;POINT(101.624239 3.063506),764502.76,1390,2013
ff34b2e8-4ab9-4d91-b52e-8691f90a4f16,PROP00061,7714edcc-becb-4a0f-ae97-4fbc0430bbb0,shop_lot,"055, Jalan Reed Mills, South Melissa, Selangor",SRID=4326;POINT(101.686044 3.20716),584150.43,2924,2002
83a85c67-bcf2-486a-ac77-b3d5153da140,PROP00062,dde484eb-4ed9-4718-a891-c201e46bb061,semi_detached,"3826, Jalan Powell Shore, Lake Tommystad, Selangor",SRID=4326;POINT(101.671706 3.162725),1139413.89,3737,2013
481e376b-b0c7-44bb-82e1-0b5c57eee794,PROP00063,36606c92-7122-4c42-a07f-a89fd4a1aeb4,shop_lot,"38544, Jalan Hayes Mountain, East Colleenburgh, Selangor",SRID=4326;POINT(101.768299 2.915214),829564.55,1175,2018
04480d43-b385-4c0c-96df-98dcbae6fd00,PROP00064,abbbeaed-eaac-412d-8b3d-86c5ed4b5c30,terrace_house,"596, Jalan Forbes Brooks, Angelafort, Selangor",SRID=4326;POINT(101.764239 3.173788),745375.81,4217,1994
e9e64963-be15-47a7-b58e-7f99e6f2fed9,PROP00065,a1f0c80b-975b-47da-91a7-ad4187e86ac9,terrace_house,"68269, Jalan Collin Forge, North Ashley, Selangor",SRID=4326;POINT(101.816885 3.134058),706536.53,3549,2018
97dab022-b2aa-456d-99d7-d96a9f3dc199,PROP00066,8315efb1-aca5-4ce8-9271-ca2271a65d1a,condominium,"26865, Jalan Robert Rapid, Luisstad, Selangor",SRID=4326;POINT(101.643442 3.16219),532618.95,1636,2019
af11ba45-44c7-4c1b-9a0f-580cad9cbfb6,PROP00067,2bdde133-41c1-4478-a2f1-144b18494720,condominium,"158, Jalan Perez Lodge, Shermanport, Selangor",SRID=4326;POINT(101.619474 3.313051),553715.76,2448,2021
314eceea-7057-499b-bb67-fac3e0ab9244,PROP00068,fa39222f-406f-4957-b342-9cd9949a3ccf,bungalow,"2264, Jalan Amanda Isle, Douglasville, Selangor",SRID=4326;POINT(101.773025 2.942665),1582686.91,3431,2019
1082975f-4516-4a35-b4a5-10c385e3cd57,PROP00069,e6510ed6-e581-4f45-80c2-d8167563a8c9,shop_lot,"9666, Jalan Dana River, East Chelsea, Selangor",SRID=4326;POINT(101.705778 2.896279),1457206.18,3456,1998
fc8fb29b-b6a6-4c90-ac43-269d4afce9da,PROP00070,368bc411-00a0-455c-b422-927ab25e428f,shop_lot,"199, Jalan Dougherty Islands, East Ashley, Selangor",SRID=4326;POINT(101.796516 3.150781),1515767.6,3084,2003
52a5f0be-a909-46ff-af2f-d6f8c817f692,PROP00071,364da28a-d935-4fd1-92da-455ee0573bad,bungalow,"1509, Jalan Arnold Way, Port Robin, Selangor",SRID=4326;POINT(101.45742 3.076197),1506085.81,2903,2008
f6210eac-8226-447c-8d44-5bb1980a4450,PROP00072,f5c9d862-6be9-4326-80bb-49e92a3c0a40,shop_lot,"5327, Jalan Marcus Hill, North Jamiemouth, Selangor",SRID=4326;POINT(101.540405 3.018658),1750915.14,1065,1997
6f97f77a-2ca1-4b74-9402-dd7418f6839d,PROP00073,db98b7fd-e30f-4332-b192-f3af449360ac,terrace_house,"3973, Jalan Teresa Parkway, Port Cassandramouth, Selangor",SRID=4326;POINT(101.770523 2.94641),713238.71,4411,1998
d50a6071-bcfa-4f66-84f1-d653ca782ae4,PROP00074,d9d50fd8-e7a5-4051-9ed9-658289bbb348,terrace_house,"37100, Jalan Camacho Mountains, Joneschester, Selangor",SRID=4326;POINT(101.78965 3.245891),380978.11,4281,2006
6d09621d-4bc2-44da-9bdd-489b6f14d7f9,PROP00075,f20a9219-9b9a-4d17-94df-63051d143ce7,apartment,"8198, Jalan Samuel Views, West Lisaton, Selangor",SRID=4326;POINT(101.63313 3.081929),392512.45,2773,1988
76019c99-825f-4f3d-838b-1950d8a3acb9,PROP00076,0728f345-5065-4a91-a1c9-e7fc0f6bc38a,bungalow,"6876, Jalan Dale Vista, Katherineshire, Selangor",SRID=4326;POINT(101.797664 3.131569),2887621.29,2963,1987
f4772bf6-2735-44bc-87e3-1c722e8b0b91,PROP00077,fb5f3ef0-3252-49e6-8d1e-a2d31526825d,terrace_house,"25652, Jalan Laura Fords, Coltonland, Selangor",SRID=4326;POINT(101.633271 3.219225),462738.21,1713,2000
cc058d88-302b-4e6a-a41b-0084d0f889d1,PROP00078,c474c12b-5f24-43eb-9a2b-043a1bdc396d,bungalow,"7345, Jalan Norris Isle, Lyonsshire, Selangor",SRID=4326;POINT(101.527037 3.294229),1981840.06,3414,1998
5a5c84e3-4c8a-4562-af30-b4b565cef653,PROP00079,5552c41a-b3da-43f6-9e3c-21ef03ee9a2e,shop_lot,"9022, Jalan Johnson Land, Jenniferport, Selangor",SRID=4326;POINT(101.667016 3.153237),1481795.24,1724,2017
098cdc58-12cd-4fa6-bef6-4423a0dd03ff,PROP00080,8a5dc7c0-f0a4-46f0-8be7-4e9d9c1e924d,semi_detached,"294, Jalan Marquez Spring, Ericberg, Selangor",SRID=4326;POINT(101.787607 3.219579),987746.9,2671,1988
ad682f29-c1ee-49b7-8e21-0c1732910609,PROP00081,f76c8c04-3e7c-46da-b50f-26386c9bb957,terrace_house,"94643, Jalan Melissa Prairie, Eddietown, Selangor",SRID=4326;POINT(101.546854 3.346556),391243.72,2251,2018
c90e3b99-a894-4575-b855-89080f6c51ee,PROP00082,3d4a5f23-6336-4cbd-bfd0-c9481ff11add,semi_detached,"5886, Jalan Montgomery Extension, Dawnshire, Selangor",SRID=4326;POINT(101.569998 3.043395),798990.87,4043,2013
32a69e31-942a-4987-a8fc-97685f493d95,PROP00083,cd7b63cb-9c2f-4a6c-9a20-3ede8111799f,bungalow,"585, Jalan Grimes Oval, Port Alicia, Selangor",SRID=4326;POINT(101.721571 3.076842),1285564.06,4239,2014
827c2273-22d4-43f1-b274-3c8b82de1292,PROP00084,715b7f42-bf3c-4c7f-b921-4ec2e4f711da,semi_detached,"76015, Jalan Kyle Fork, West Charlotte, Selangor",SRID=4326;POINT(101.63475 3.345791),1507711.96,2759,2020
be622f34-84f3-46bb-9025-b0e46334f16f,PROP00085,0d1ff765-7b00-4a52-bef0-2671fdc0ed0b,shop_lot,"135, Jalan Stevens Route, Port Juliehaven, Selangor",SRID=4326;POINT(101.694673 3.11289),654246.06,982,1991
13581876-5201-41db-b8d7-b9852798dc2c,PROP00086,88e7dd8d-7c10-4b11-b8f2-9e61f708d3d7,semi_detached,"35061, Jalan Romero Groves, Port Brianshire, Selangor",SRID=4326;POINT(101.641719 3.060067),1582857.36,2719,2012
3e1ea8e6-4f3f-44df-85c3-c0084531ff53,PROP00087,1c8f94f6-34eb-411c-a36c-584c8313e6ed,semi_detached,"334, Jalan Hannah Run, East Hannah, Selangor",SRID=4326;POINT(101.543624 3.010939),1443941.57,2178,2013
badddadb-f40f-49f7-b3f7-1d60eb5dddcd,PROP00088,87ca9469-39ce-497a-9c8b-58768fca80e5,bungalow,"2094, Jalan Davis Field, East Alexandraton, Selangor",SRID=4326;POINT(101.570245 3.052244),1664518.66,1415,1995
df88620c-45af-4364-bd31-4cbf1b1f4751,PROP00089,f1a75f6f-de35-44b0-ae29-1b740d1ddaaf,terrace_house,"33997, Jalan Garcia Tunnel, West Kristyland, Selangor",SRID=4326;POINT(101.773518 2.882214),637766.86,4142,1986
abe6d212-82f9-4837-a6d0-7f15eb3a67fc,PROP00090,0e76e913-ba9c-441a-bcb1-540bffa79958,condominium,"71717, Jalan Cory Radial, New Tony, Selangor",SRID=4326;POINT(101.565037 3.086436),524954.38,1646,2007
6943ba76-9491-40ab-af0d-98e64117fdbb,PROP00091,a6f2f235-0fad-418b-a8c3-b33e798bf557,apartment,"096, Jalan Jennifer Mills, New Linda, Selangor",SRID=4326;POINT(101.645268 3.079416),293935.14,2401,1994
8ef434f0-c9db-47ff-a694-fddcd487cc2d,PROP00092,4d2c7d48-c466-4029-8a17-cbac42d473b9,condominium,"704, Jalan Guzman Park, West William, Selangor",SRID=4326;POINT(101.745187 3.180981),892433.33,2969,2022
94424df7-954f-40bf-8549-d762f8ae5cda,PROP00093,3318d9fa-60c2-40d9-8cfe-866dfd29e8be,apartment,"444, Jalan Matthew Springs, Connieville, Selangor",SRID=4326;POINT(101.681836 3.204336),222990.04,2239,1994
f66dc1ee-4791-47f4-a5a8-9c6a0499249e,PROP00094,c7ddd7d1-9712-43c5-b3be-ba15111a67f8,shop_lot,"70587, Jalan Martin Circles, Chambersville, Selangor",SRID=4326;POINT(101.60021 3.203418),1222966.75,2891,1987
2499dc40-c943-4525-b5cb-871a8714efa8,PROP00095,ec89ce8c-3b1a-4463-98b4-88f933164d0e,apartment,"5823, Jalan Kathryn Forest, Warrenmouth, Selangor",SRID=4326;POINT(101.642313 3.062256),430838.25,2352,2020
ceecea1e-10c6-4d40-b639-1a70073641f0,PROP00096,d6351d5f-e470-4f4d-a32f-c64d9d12f3e0,terrace_house,"714, Jalan Ashley Drives, Ericfurt, Selangor",SRID=4326;POINT(101.733151 3.139313),675914.9,3780,1997
a042e275-d869-4e29-9e82-3a37e4b452f2,PROP00097,9d76bb41-3da8-4ce8-a645-175b184de79b,apartment,"29258, Jalan Valdez Turnpike, Chanview, Selangor",SRID=4326;POINT(101.757195 3.144272),235217.31,4290,2014
88692a80-3a14-4cb8-9ca9-63a9d1857949,PROP00098,3faae543-7b63-44c9-bf3b-1cff932bd740,semi_detached,"47452, Jalan Cook Knoll, Shannonchester, Selangor",SRID=4326;POINT(101.781718 3.217109),1233274.27,3922,1999
199f9e36-5611-4301-8e83-f6028e91e7d2,PROP00099,1d862fba-b3cd-4f66-90aa-6b0692149233,apartment,"660, Jalan Brown Lodge, Debbieberg, Selangor",SRID=4326;POINT(101.456892 3.047541),398971.65,3508,1988
068ff550-1160-4dab-80a6-ff62bbe96902,PROP00100,219598dd-e41e-4185-b87d-3bca45b5506f,bungalow,"4033, Jalan Phillips Landing, West Ronaldfurt, Selangor",SRID=4326;POINT(101.449629 3.023661),2052418.38,1828,2012
5bc41501-5274-4c35-a4a0-873de58b254d,PROP00101,8d67f231-54e4-46d2-8151-220c558e052f,bungalow,"8833, Jalan Gates Coves, East Ethanfort, Selangor",SRID=4326;POINT(101.655773 3.179933),2274366.19,1380,1985
d6c2be30-8675-48bc-bbb9-84ef2e1cfa8f,PROP00102,42cb758c-3e7a-4a8a-810f-b63ecd0d26d5,semi_detached,"970, Jalan Watts Squares, Wrightshire, Selangor",SRID=4326;POINT(101.57741 3.332889),812555.48,3557,1985
00ed3aa2-2077-4e60-8595-d24826dc7357,PROP00103,d304ab69-3296-4c3e-996b-848c759a7b65,condominium,"0105, Jalan Medina Mill, Danielberg, Selangor",SRID=4326;POINT(101.66973 3.23965),633341.93,3528,1995
f3b99d23-e192-4514-bf53-5904c4471158,PROP00104,4d7ba503-36dc-44bb-8682-4835ba0da92d,semi_detached,"156, Jalan Morgan Radial, Audreyside, Selangor",SRID=4326;POINT(101.631738 2.957911),1110292.49,3659,1992
a4d1b9d2-37b6-4367-b79e-50167ebaf6a1,PROP00105,8250c46a-5063-4198-a011-04d423d4a88a,apartment,"73598, Jalan Hawkins Viaduct, Hannahberg, Selangor",SRID=4326;POINT(101.625943 3.149853),217856.31,1125,2015
8c7f7c9e-67c1-4abe-b4cf-e5baf952bd1e,PROP00106,a1bace25-3f89-49f5-aef5-84bc8f5c7eb3,condominium,"55732, Jalan Mcdonald Mount, Masonview, Selangor",SRID=4326;POINT(101.417404 3.054659),300658.03,3068,1988
d23b5536-2baa-48c5-9600-6cf7d9fe82ba,PROP00107,1e1d6de9-d90d-4f49-bcea-3c7f9978123f,condominium,"9021, Jalan Simmons Valley, Yateshaven, Selangor",SRID=4326;POINT(101.480353 3.045487),343910.01,3988,1994
cf62ff3d-bb4e-4831-a200-c8a752161a99,PROP00108,3f3df679-03d2-45f9-a2ae-a4b584e483a6,condominium,"85096, Jalan Susan Well, Kristyfort, Selangor",SRID=4326;POINT(101.647732 2.962195),477121.97,1788,2016
93607307-6a65-417e-af96-fc39dbdf13f2,PROP00109,e2e53487-8058-4091-a534-5940381e1a85,terrace_house,"9511, Jalan Terri Tunnel, New Erichaven, Selangor",SRID=4326;POINT(101.754449 2.931545),489519.5,3297,2015
4342ba43-3ca7-46b7-aab7-e34bb7a78077,PROP00110,0f766a3f-9515-47cc-88fa-aa06407467b2,semi_detached,"97931, Jalan Meyers Mountain, Prestonberg, Selangor",SRID=4326;POINT(101.64765 2.883559),1586910.05,984,2012
c70a23b1-21fe-4131-bd9b-a410da41c7f6,PROP00111,8975b07d-bf37-4b0c-aec6-4cb1f9f04a75,bungalow,"512, Jalan Gibson Tunnel, Prestonfurt, Selangor",SRID=4326;POINT(101.606779 3.194127),2651062.68,1043,2009
